,id,rank,name,symbol,slug,is_active,first_historical_data,last_historical_data,platform,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address
0,8131,7723,Curio Governance,CGT,curio-governance,1,2021-01-07T18:50:00.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0xF56b164efd3CFc02BA739b719B6526A6FA1cA32a
0,8132,1202,BiFi,BIFI,bifi,1,2020-12-31T12:35:09.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x2791bfd60d232150bff86b39b7146c0eaaa2ba81
0,8133,1118,Skey Network,SKEY,smartkey,1,2020-12-29T20:50:15.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x06a01a4d579479dd5d884ebf61a31727a3d8d442
0,8136,3458,WAXE,WAXE,waxe,1,2020-12-30T02:35:09.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x7a2bc711e19ba6aff6ce8246c546e8c4b4944dfd
0,8141,4858,Mithril Share,MIS,mithril-share,1,2020-12-29T07:50:00.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x4b4d2e899658fb59b1d518b68fe836b100ee8958
0,8143,1413,Nord Finance,NORD,nord-finance,1,2021-01-12T15:40:10.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x6e9730ecffbed43fd876a264c982e254ef05a0de
0,8144,865,OVR,OVR,ovr,1,2020-12-30T19:25:14.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x21bfbda47a0b4b5b1248c767ee49f7caa9b23697
0,8145,2341,SparkPoint Fuel,SFUEL,sparkpoint-fuel,1,2020-12-29T19:45:00.000Z,2023-06-26T12:25:00.000Z,,1839.0,BNB,BNB,bnb,0x37ac4d6140e54304d77437a5c11924f61a2d976f
0,8146,4375,Zipmex,ZMT,zipmex,1,2020-12-30T19:45:15.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0xaa602de53347579f86b996d2add74bb6f79462b2
0,8147,6912,WanSwap,WASP,wanswap,1,2021-03-04T03:05:10.000Z,2023-06-26T12:25:00.000Z,,,,,,
0,8149,8927,Finance.Vote,FVT,finance-vote,1,2021-05-01T07:05:11.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x45080a6531d671DDFf20DB42f93792a489685e32
0,8156,6965,GGDApp,GGTK,ggdapp,1,2021-01-01T21:30:21.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0xfa99a87b14b02e2240c79240c5a20f945ca5ef76
0,8159,4904,One Cash,ONC,one-cash,1,2021-01-02T03:50:08.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0xD90E69f67203EBE02c917B5128629E77B4cd92dc
0,8160,4847,One Share,ONS,one-share,1,2021-01-02T03:50:09.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x5BB29c33C4A3C29f56F8ACa40B4dB91d8a5fe2c5
0,8162,1671,AME Chain,AME,amepay,1,2021-01-02T12:50:10.000Z,2023-06-26T12:25:00.000Z,,,,,,
0,8163,974,Exeedme,XED,exeedme,1,2021-01-02T13:05:10.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0xee573a945b01b788b9287ce062a0cfc15be9fd86
0,8164,1449,JulSwap,JULD,julswap,1,2021-01-02T13:20:15.000Z,2023-06-26T12:25:00.000Z,,1839.0,BNB,BNB,bnb,0x5a41f637c3f7553dba6ddc2d3ca92641096577ea
0,8166,1309,MAPS,MAPS,maps,1,2021-02-01T15:05:11.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x2b915b505c017abb1547aa5ab355fbe69865cc6d
0,8167,4626,Wise Token,WISE,wise,1,2021-01-04T07:20:09.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x66a0f676479cee1d7373f3dc2e2952778bff5bd6
0,8168,5870,Bao Finance (old),BAO,bao-finance,1,2021-01-04T07:55:09.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x374cb8c27130e2c9e04f44303f3c8351b9de61c1
0,8173,3422,Loon Network,LOON,loon-network,1,2021-01-04T12:05:10.000Z,2023-06-26T12:25:00.000Z,,,,,,
0,8174,4881,CircleSwap,CIR,circleswap,1,2021-01-04T12:10:11.000Z,2023-06-26T12:25:00.000Z,,,,,,
0,8175,1430,COVER Protocol,COVER,cover-protocol-new,1,2021-01-05T05:50:13.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x4688a8b1f292fdab17e9a90c8bc379dc1dbd8713
0,8177,2192,KnoxFS,KFX,knoxfs-new,1,2021-01-05T06:55:09.000Z,2023-06-26T12:25:00.000Z,,,,,,
0,8180,8928,Action Coin,ACTN,action-coin,1,2022-06-01T11:00:00.000Z,2023-06-26T12:25:00.000Z,,,,,,
0,8182,5160,VidyX,VIDYX,vidyx,1,2021-01-05T19:50:13.000Z,2023-06-26T12:25:00.000Z,,1958.0,TRON,TRX,tron,1003518
0,8185,8929,Trism,TRISM,trism,1,2021-01-05T20:50:12.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x56b4f8c39e07d4d5d91692acf9d0f6d4d3493763
0,8187,1816,Yield Optimization Platform & Protocol,YOP,yop,1,2021-01-18T05:50:09.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0xae1eaae3f627aaca434127644371b67b18444051
0,8188,1888,MoneySwap,MSWAP,moneyswap,1,2021-01-05T21:20:13.000Z,2023-06-26T12:25:00.000Z,,1839.0,BNB,BNB,bnb,0xdD5a149740c055bdcdC5C066888f739DBe0bf2d0
0,8191,846,NFTX,NFTX,nftx,1,2021-01-05T05:15:00.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x87d73E916D7057945c9BcD8cdd94e42A6F47f776
0,8196,8930,Mantis,MNTIS,mantis,1,2021-01-05T16:05:00.000Z,2023-06-26T12:25:00.000Z,,,,,,
0,8198,8931,Happiness Token,HPS,happinesstoken,1,2021-02-09T00:05:02.000Z,2023-06-26T12:25:00.000Z,,1839.0,BNB,BNB,bnb,0xc9D53A339F3c22E016C6fA1E3Eb85AC32c75fED2
0,8200,842,Shapeshift FOX Token,FOX,fox-token,1,2021-01-06T17:25:03.000Z,2023-06-26T12:30:00.000Z,,1027.0,Ethereum,ETH,ethereum,0xc770eefad204b5180df6a14ee197d99d808ee52d
0,8202,802,ZKSpace,ZKS,zkswap,1,2021-01-06T07:45:00.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0xe4815ae53b124e7263f08dcdbbb757d41ed658c6
0,8206,503,QuickSwap,QUICK,quickswap,1,2021-02-24T12:40:03.000Z,2023-06-26T12:30:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x6c28aef8977c9b773996d0e8376d2ee379446f2f
0,8212,6134,Earn Defi Coin,EDC,earn-defi,1,2021-01-07T09:45:00.000Z,2023-06-26T12:30:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x68a0a1fef18dfcc422db8be6f0f486dea1999edc
0,8215,8932,PrimeFinance,PFI,primefinance,1,2021-01-08T21:45:03.000Z,2023-06-26T12:30:00.000Z,,,,,,
0,8216,1011,Electra Protocol,XEP,electra-protocol,1,2021-01-08T21:50:03.000Z,2023-06-26T12:25:00.000Z,,,,,,
0,8224,8933,Dequant,DEQ,dequant,1,2021-01-09T21:00:03.000Z,2023-06-26T12:30:00.000Z,,,,,,
0,8227,3032,Connect Financial,CNFI,connect-financial,1,2021-01-18T09:50:03.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0xeabb8996ea1662cad2f7fb715127852cd3262ae9
0,8229,1660,UniMex Network,UMX,unimex-network,1,2021-01-11T18:50:03.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x10be9a8dae441d276a5027936c3aaded2d82bc15
0,8230,5016,AI Network,AIN,ai-network,1,2021-01-11T19:10:03.000Z,2023-06-26T12:30:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x3A810ff7211b40c4fA76205a14efe161615d0385
0,8232,3081,UniDex,UNIDX,unidex,1,2021-01-11T19:30:03.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x95b3497bBcCcc46a8F45F5Cf54b0878b39f8D96C
0,8236,991,Glitch,GLCH,glitch,1,2021-01-19T03:10:03.000Z,2023-06-26T12:30:00.000Z,,,,,,
0,8245,783,Hydra,HYDRA,hydra,1,2021-01-12T22:05:03.000Z,2023-06-26T12:25:00.000Z,,,,,,
0,8249,3451,LP 3pool Curve,3CRV,lp-3pool-curve,1,2021-07-29T13:39:03.000Z,2023-06-26T12:29:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x6c3f90f043a72fa612cbac8115ee7e52bde6e490
0,8252,4885,pBTC35A,pBTC35A,pbtc35a,1,2021-01-13T11:50:03.000Z,2023-06-26T12:30:00.000Z,,1027.0,Ethereum,ETH,ethereum,0xA8b12Cc90AbF65191532a12bb5394A714A46d358
0,8255,792,Prosper,PROS,prosper,1,2021-01-14T16:00:03.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x8642A849D0dcb7a15a974794668ADcfbe4794B56
0,8256,1789,HollyGold,HGOLD,hollygold,1,2021-01-13T15:10:03.000Z,2023-06-26T12:30:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x0c93b616933b0cd03b201b29cd8a22681dd9e0d9
0,8258,702,CUDOS,CUDOS,cudos,1,2021-01-13T16:10:03.000Z,2023-06-26T12:30:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x817bbDbC3e8A1204f3691d14bB44992841e3dB35
0,8259,1180,Furucombo,COMBO,furucombo,1,2021-01-15T03:15:03.000Z,2023-06-26T12:30:00.000Z,,1027.0,Ethereum,ETH,ethereum,0xfFffFffF2ba8F66D4e51811C5190992176930278
0,8260,2451,Indexed Finance,NDX,indexed-finance,1,2021-01-26T05:10:03.000Z,2023-06-26T12:30:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x86772b1409b61c639eaac9ba0acfbb6e238e5f83
0,8264,5145,Basis Gold Share,BAGS,basis-gold-share,1,2021-01-15T11:25:03.000Z,2023-06-26T12:30:00.000Z,,2502.0,Huobi Token,HT,huobi-token,0x6868d406a125eb30886a6dd6b651d81677d1f22c
0,8265,1967,Helmet.insure,HELMET,helmet-insure,1,2021-01-16T05:40:03.000Z,2023-06-26T12:25:00.000Z,,1839.0,BNB,BNB,bnb,0x948d2a81086A075b3130BAc19e4c6DEe1D2E3fE8
0,8266,8934,Mandala Exchange Token,MDXT,mandala-exchange-token,1,2021-01-22T03:05:03.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x947AEb02304391f8fbE5B25D7D98D649b57b1788
0,8267,2993,OKT Chain,OKT,okt,1,2021-01-19T08:55:03.000Z,2023-06-26T12:30:00.000Z,,,,,,
0,8270,2959,Gera Coin,GERA,gera-coin,1,2021-01-17T04:30:00.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x80d4f13acc30968fd6225b1ea79f5779f09fee60
0,8271,757,Poolz Finance,POOLX,poolz-finance,1,2021-01-18T04:40:03.000Z,2023-06-26T12:30:00.000Z,,1839.0,BNB,BNB,bnb,0xbaea9aba1454df334943951d51116ae342eab255
0,8272,5298,THORChain (ERC20),RUNE,thorchain-erc20,1,2021-01-18T05:35:03.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x3155ba85d5f96b2d030a4966af206230e46849cb
0,8276,838,Arianee,ARIA20,arianee-protocol,1,2021-01-18T20:10:04.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0xedf6568618a00c6f0908bf7758a16f76b6e04af9
0,8278,4451,VEROX,VRX,verox,1,2021-01-18T20:20:03.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x87DE305311D5788e8da38D19bb427645b09CB4e5
0,8279,1989,e-Money,NGM,e-money-coin,1,2021-01-20T15:50:03.000Z,2023-06-26T12:30:00.000Z,,1027.0,Ethereum,ETH,ethereum,0xed0d5747a9ab03a75fbfec3228cd55848245b75d
0,8281,2411,Golden Goose,GOLD,golden-goose,1,2021-01-19T01:55:03.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x40d1f63b5d2048e67e9bedb1b4c2f1a9fb4b6817
0,8282,3779,Koinos,KOIN,koinos,1,2021-01-19T02:25:03.000Z,2023-06-26T12:25:00.000Z,,,,,,
0,8284,3238,TokenAsset,NTB,tokenasset,1,2021-01-19T22:10:03.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0xbe393aa534f82c0ffac31bf06a23e283acb3352b
0,8290,373,SuperVerse,SUPER,superfarm,1,2021-02-22T16:50:03.000Z,2023-06-26T12:30:00.000Z,,1027.0,Ethereum,ETH,ethereum,0xe53ec727dbdeb9e2d5456c3be40cff031ab40a55
0,8292,464,Router Protocol,ROUTE,router-protocol,1,2021-01-20T07:10:03.000Z,2023-06-26T12:30:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x16eccfdbb4ee1a85a33f3a9b21175cd7ae753db4
0,8293,8935,Zero Exchange,ZERO,zero-exchange,1,2021-01-20T07:20:03.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0xf0939011a9bb95c3b791f0cb546377ed2693a574
0,8294,6556,Cometh,MUST,cometh,1,2021-01-19T15:15:00.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x9c78ee466d6cb57a4d01fd887d2b5dfb2d46288f
0,8295,3941,CPUcoin,CPU,cpucoin,1,2021-01-20T15:20:03.000Z,2023-06-26T12:30:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x6d52dfefb16bb9cdc78bfca09061e44574886626
0,8296,482,KLAYswap Protocol,KSP,klayswap-protocol,1,2021-01-20T15:40:03.000Z,2023-06-26T12:30:00.000Z,,4256.0,Klaytn,KLAY,klaytn,0xc6a2ad8cc6e4a7e08fc37cc5954be07d499e7654
0,8298,5209,Paralink Network,PARA,paralink-network,1,2021-05-24T16:06:03.000Z,2023-06-26T12:26:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x3a8d5BC8A8948b68DfC0Ce9C14aC4150e083518c
0,8299,1825,Stake DAO,SDT,stake-dao,1,2021-01-21T06:10:03.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x73968b9a57c6e53d41345fd57a6e6ae27d6cdb2f
0,8300,2153,CoverCompared,CVR,covercompared,1,2021-01-20T15:45:00.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x3c03b4ec9477809072ff9cc9292c9b25d4a8e6c6
0,8304,2586,Rigel Finance,RIGEL,rigel-finance,1,2021-01-21T21:25:03.000Z,2023-06-26T12:30:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x4ca0654f4fc1025cf1a17b7459c20ac0479522ad
0,8307,1293,DIGG,DIGG,digg,1,2021-01-22T02:00:00.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x798D1bE841a82a273720CE31c822C61a67a601C3
0,8309,8936,ARMOR,ARMOR,armor,1,2021-01-23T15:00:00.000Z,2023-06-26T12:30:00.000Z,,,,,,
0,8310,4804,TosDis,DIS,tosdis,1,2021-01-25T04:40:03.000Z,2023-06-26T12:30:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x220b71671b649c03714da9c621285943f3cbcdc6
0,8316,3897,XUSD Stable,XUSD,xusd-stable,1,2021-01-25T14:05:04.000Z,2023-06-26T12:30:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x1c9BA9144505aaBa12f4b126Fda9807150b88f80
0,8320,1050,PolkaBridge,PBR,polkabridge,1,2021-01-24T14:45:00.000Z,2023-06-26T12:30:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x298d492e8c1d909d3f63bc4a36c66c64acb3d695
0,8329,1271,PAID Network,PAID,paid-network,1,2021-01-26T06:25:03.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x1614F18Fc94f47967A3Fbe5FfcD46d4e7Da3D787
0,8335,325,Mdex,MDX,mdex,1,2021-01-27T13:05:03.000Z,2023-06-26T12:30:00.000Z,,2502.0,Huobi Token,HT,huobi-token,0x25d2e80cb6b86881fd7e07dd263fb79f4abe033c
0,8337,5794,Secret (ERC20),WSCRT,secret-erc20,1,2021-01-26T10:30:00.000Z,2023-06-26T12:30:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x2b89bf8ba858cd2fcee1fada378d5cd6936968be
0,8339,3900,xFund,XFUND,xfund,1,2021-01-27T10:55:03.000Z,2023-06-26T12:30:00.000Z,,,,,,
0,8340,1802,Natus Vincere Fan Token,NAVI,natus-vincere-fan-token,1,2021-01-27T11:50:03.000Z,2023-06-26T12:30:00.000Z,,,,,,
0,8341,1598,Young Boys Fan Token,YBO,young-boys-fan-token,1,2021-01-27T11:50:03.000Z,2023-06-26T12:25:00.000Z,,,,,,
0,8342,6239,GameStop tokenized stock FTX,GME,gamestop-tokenized-stock-ftx,1,2021-01-27T20:20:04.000Z,2023-06-26T12:30:00.000Z,,,,,,
0,8349,1058,Onooks,OOKS,onooks,1,2021-06-24T17:50:04.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x69d9905b2e5f6f5433212b7f3c954433f23c1572
0,8351,1638,OptionRoom,ROOM,optionroom,1,2021-02-05T22:45:04.000Z,2023-06-26T12:25:00.000Z,,1839.0,BNB,BNB,bnb,0x3c45a24d36ab6fc1925533c1f57bc7e1b6fba8a4
0,8353,2631,Beacon ETH,BETH,beacon-eth,1,2021-01-28T14:50:04.000Z,2023-06-26T12:25:00.000Z,,1839.0,BNB,BNB,bnb,0x250632378e573c6be1ac2f97fcdf00515d0aa91b
0,8357,564,Bitcicoin,BITCI,bitcicoin,1,2021-01-29T11:05:04.000Z,2023-06-26T12:25:00.000Z,,,,,,
0,8358,4330,Potentiam,PTM,potentiam,1,2021-01-29T11:25:04.000Z,2023-06-26T12:30:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x7c32DB0645A259FaE61353c1f891151A2e7f8c1e
0,8363,1921,renDOGE,RENDOGE,rendoge,1,2021-01-30T03:50:03.000Z,2023-06-26T12:29:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x3832d2F059E55934220881F831bE501D180671A7
0,8364,1691,Bridge Mutual,BMI,bridge-mutual,1,2021-01-31T03:05:03.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x725c263e32c72ddc3a19bea12c5a0479a81ee688
0,8365,1353,Seascape Crowns,CWS,crowns,1,2021-02-01T11:25:04.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0xac0104cca91d167873b8601d2e71eb3d4d8c33e0
0,8368,1863,Xeno Token,XNO,xeno-token,1,2021-02-02T07:35:04.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0xc03a652efbbacfabde37cd66c7a4ff4332f7186c
0,8372,8937,XNODE,XNODE,xnode,1,2021-02-02T11:55:04.000Z,2023-06-26T12:25:00.000Z,,,,,,
0,8376,887,MASQ,MASQ,masq,1,2021-02-02T13:15:04.000Z,2023-06-26T12:30:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x06f3c323f0238c72bf35011071f2b5b7f43a054c
0,8377,3153,SX Network,SX,sportx,1,2021-02-02T13:35:04.000Z,2023-06-26T12:30:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x99fe3b1391503a1bc1788051347a1324bff41452
0,8378,825,Akita Inu,AKITA,akita-inu,1,2021-02-02T14:50:04.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x3301ee63fb29f863f2333bd4466acb46cd8323e6
0,8384,578,CLV,CLV,clover,1,2021-07-16T03:41:04.000Z,2023-06-26T12:26:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x80C62FE4487E1351b47Ba49809EBD60ED085bf52
0,8385,1139,Umbrella Network,UMB,umbrella-network,1,2021-02-09T20:55:04.000Z,2023-06-26T12:30:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x6fc13eace26590b80cccab1ba5d51890577d83b2
0,8386,2386,Gourmet Galaxy,GUM,gourmet-galaxy,1,2021-02-03T03:20:04.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x4f5fa8f2d12e5eb780f6082dd656c565c48e0f24
0,8387,1344,Auto,AUTO,auto,1,2021-02-03T12:05:04.000Z,2023-06-26T12:30:00.000Z,,1839.0,BNB,BNB,bnb,0xa184088a740c695e156f91f5cc086a06bb78b827
0,8389,5077,BambooDeFi,BAMBOO,bamboo-defi,1,2021-02-04T04:50:04.000Z,2023-06-26T12:30:00.000Z,,1027.0,Ethereum,ETH,ethereum,0xf56842Af3B56Fd72d17cB103f92d027bBa912e89
0,8394,8461,Anime Token,ANI,anime-token,1,2021-02-04T20:40:05.000Z,2023-06-26T12:30:00.000Z,,1839.0,BNB,BNB,bnb,0xac472d0eed2b8a2f57a6e304ea7ebd8e88d1d36f
0,8398,6359,YFIONE,YFO,yfione,1,2021-02-04T21:25:05.000Z,2023-06-26T12:30:00.000Z,,1027.0,Ethereum,ETH,ethereum,0xac0c8da4a4748d8d821a0973d00b157aa78c473d
0,8405,8129,Butterfly Protocol,BFLY,butterfly-protocol-2,1,2021-02-05T10:45:04.000Z,2023-06-26T12:30:00.000Z,,1027.0,Ethereum,ETH,ethereum,0xf680429328caaaCabee69b7A9FdB21a71419c063
0,8406,2208,Apron Network,APN,apron-network,1,2021-04-21T13:01:04.000Z,2023-06-26T12:26:00.000Z,,,,,,
0,8408,982,Govi,GOVI,govi,1,2021-02-04T13:45:00.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0xeeaa40b28a2d1b0b08f6f97bb1dd4b75316c6107
0,8409,1263,Razor Network,RAZOR,razor-network,1,2021-02-06T04:50:04.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x50de6856358cc35f3a9a57eaaa34bd4cb707d2cd
0,8411,6142,Marginswap,MFI,marginswap,1,2021-03-01T13:50:04.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0xaa4e3edb11afa93c41db59842b29de64b72e355b
0,8416,2093,Finxflo,FXF,finxflo,1,2021-02-09T08:05:04.000Z,2023-06-26T12:30:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x8a40c222996f9f3431f63bf80244c36822060f12
0,8419,2055,APYSwap,APYS,apyswap,1,2021-03-02T16:15:05.000Z,2023-06-26T12:30:00.000Z,,1027.0,Ethereum,ETH,ethereum,0xf7413489c474ca4399eee604716c72879eea3615
0,8420,170,DAO Maker,DAO,dao-maker,1,2021-02-09T22:35:05.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x0f51bb10119727a7e5ea3538074fb341f56b09ad
0,8421,2160,Argon,ARGON,argon,1,2021-03-09T00:20:05.000Z,2023-06-26T12:25:00.000Z,,1839.0,BNB,BNB,bnb,0x851f7a700c5d67db59612b871338a85526752c25
0,8422,967,Pangolin,PNG,pangolin,1,2021-04-27T11:54:04.000Z,2023-06-26T12:29:00.000Z,,5805.0,Avalanche,AVAX,avalanche,0x60781c2586d68229fde47564546784ab3faca982
0,8423,1538,Public Mint,MINT,public-mint,1,2021-02-25T23:15:00.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x0CDF9acd87E940837ff21BB40c9fd55F68bba059
0,8424,1102,Deri Protocol,DERI,deri-protocol,1,2021-02-11T00:50:04.000Z,2023-06-26T12:30:00.000Z,,1027.0,Ethereum,ETH,ethereum,0xa487bf43cf3b10dffc97a9a744cbb7036965d3b9
0,8425,131,JasmyCoin,JASMY,jasmy,1,2021-02-11T01:20:04.000Z,2023-06-26T12:30:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x7420B4b9a0110cdC71fB720908340C03F9Bc03EC
0,8426,5117,Filda,FILDA,filda,1,2021-02-11T16:05:05.000Z,2023-06-26T12:25:00.000Z,,,,,,
0,8427,3990,Lendhub,LHB,lendhub,1,2021-02-11T16:20:05.000Z,2023-06-26T12:30:00.000Z,,2502.0,Huobi Token,HT,huobi-token,0x8f67854497218043e1f72908ffe38d0ed7f24721
0,8431,5657,G999,G999,g999,1,2021-02-12T01:35:04.000Z,2023-06-26T12:25:00.000Z,,,,,,
0,8438,909,Hoge Finance,HOGE,hoge-finance,1,2021-02-14T21:35:05.000Z,2023-06-26T12:30:00.000Z,,1027.0,Ethereum,ETH,ethereum,0xfad45e47083e4607302aa43c65fb3106f1cd7607
0,8439,2571,Warp Finance,WARP,warp-finance,1,2021-02-13T14:25:05.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0xed40834a13129509a89be39a9be9c0e96a0ddd71
0,8441,6476,XCF Token,XCF,cenfura-token,1,2021-02-13T18:55:05.000Z,2023-06-26T12:30:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x010d14d36c3ea6570d240ae3ac9d660398f7c48e
0,8442,5850,EthicHub,ETHIX,ethichub,1,2021-02-13T19:05:06.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0xfd09911130e6930bf87f2b0554c44f400bd80d3e
0,8443,6195,LUXO,LUXO,luxochain,1,2021-02-13T19:05:05.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0xD39a2CeCBA2657e125Ba6a5c98ad2F6b6D7E83FD
0,8444,6887,Gains Farm,GFARM2,gains-farm-v2,1,2021-02-13T19:35:05.000Z,2023-06-26T12:30:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x831091dA075665168E01898c6DAC004A867f1e1B
0,8445,2286,SharedStake,SGT,sharedstake,1,2021-02-13T19:35:05.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x24c19f7101c1731b85f1127eaa0407732e36ecdd
0,8448,8557,MCOBIT,MCT,mcobit,1,2021-02-12T20:45:00.000Z,2023-06-26T12:25:00.000Z,,1958.0,TRON,TRX,tron,TC3a6T5PVybdbKE3Q5WDBo2KqSNwaD4vy1
0,8449,2400,Goose Finance,EGG,goose-finance,1,2021-02-12T20:45:00.000Z,2023-06-26T12:25:00.000Z,,1839.0,BNB,BNB,bnb,0xF952Fc3ca7325Cc27D15885d37117676d25BfdA6
0,8452,1815,Shield Protocol,SHIELD,shield-protocol,1,2021-02-13T22:05:05.000Z,2023-06-26T12:30:00.000Z,,1839.0,BNB,BNB,bnb,0x00f97C17f4Dc4F3BFD2DD9cE5E67f3A339A8a261
0,8457,3622,B20,B20,b20,1,2021-02-14T13:35:05.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0xc4de189abf94c57f396bd4c52ab13b954febefd8
0,8458,1771,Peanut,NUX,peanut,1,2021-02-14T13:50:05.000Z,2023-06-26T12:25:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x89bd2e7e388fab44ae88bef4e1ad12b4f1e0911c
