,id,rank,name,symbol,slug,is_active,first_historical_data,last_historical_data,platform,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address
0,1,1,Bitcoin,BTC,bitcoin,1,2010-07-13T00:00:00.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,2,11,Litecoin,LTC,litecoin,1,2013-04-28T18:47:22.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,3,535,Namecoin,NMC,namecoin,1,2013-04-28T18:47:22.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,4,1901,Terracoin,TRC,terracoin,1,2013-04-28T18:47:22.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,5,761,Peercoin,PPC,peercoin,1,2013-04-28T18:47:23.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,6,2227,Novacoin,NVC,novacoin,1,2013-04-28T18:47:23.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,8,1528,Feathercoin,FTC,feathercoin,1,2013-05-03T03:25:15.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,10,2272,Freicoin,FRC,freicoin,1,2013-05-03T03:25:15.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,13,1634,Ixcoin,IXC,ixcoin,1,2013-05-08T05:20:18.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,16,5800,WorldCoin,WDC,worldcoin,1,2013-05-22T03:20:20.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,18,2355,Digitalcoin,DGC,digitalcoin,1,2013-06-09T17:55:21.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,25,1489,Goldcoin,GLC,goldcoin,1,2013-06-14T06:45:28.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,35,1421,Phoenixcoin,PXC,phoenixcoin,1,2013-07-04T05:15:49.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,42,1276,Primecoin,XPM,primecoin,1,2013-07-11T03:21:19.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,43,2373,Anoncoin,ANC,anoncoin,1,2013-07-15T01:31:35.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,45,5082,CasinoCoin,CSC,casinocoin,1,2013-07-25T03:06:28.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,52,6,XRP,XRP,xrp,1,2013-08-04T18:51:05.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,53,1781,Quark,QRK,quark,1,2013-08-25T17:46:22.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,56,2262,Zetacoin,ZET,zetacoin,1,2013-09-11T01:47:21.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,61,2100,TagCoin,TAG,tagcoin,1,2013-11-05T13:32:08.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,64,2317,Public Index Network,PIN,public-index-network,1,2013-11-27T06:01:46.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,66,1224,Nxt,NXT,nxt,1,2013-12-04T05:46:40.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,67,7779,Unobtanium,UNO,unobtanium,1,2013-12-21T18:17:35.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,69,2472,Datacoin,DTC,datacoin,1,2013-12-07T19:47:06.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,72,1868,Deutsche eMark,DEM,deutsche-emark,1,2013-12-15T01:52:15.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,74,8,Dogecoin,DOGE,dogecoin,1,2013-12-15T14:42:34.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,77,682,Diamond,DMD,diamond,1,2013-12-19T12:31:59.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,78,8725,HoboNickels,HBN,hobonickels,1,2013-12-20T13:32:39.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,83,1571,Omni,OMNI,omni,1,2013-12-24T23:37:41.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,87,1526,FedoraCoin,TIPS,fedoracoin,1,2013-12-31T16:17:26.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,90,797,Dimecoin,DIME,dimecoin,1,2014-01-06T07:42:29.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,93,1267,42-coin,42,42-coin,1,2014-01-14T04:32:01.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,99,899,Vertcoin,VTC,vertcoin,1,2014-01-20T05:27:57.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,109,182,DigiByte,DGB,digibyte,1,2014-02-06T13:13:38.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,118,1257,ReddCoin,RDD,redd,1,2014-02-10T00:58:17.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,120,1420,KatKoyn,KAT,nyancoin,1,2014-02-10T00:58:19.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,122,1458,PotCoin,POT,potcoin,1,2014-02-10T04:23:33.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,128,2046,Maxcoin,MAX,maxcoin,1,2014-02-12T13:33:59.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,131,90,Dash,DASH,dash,1,2014-02-14T13:44:09.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,132,744,Counterparty,XCP,counterparty,1,2014-02-15T13:59:36.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,141,8726,MintCoin,MINT,mintcoin,1,2014-02-19T13:39:53.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,145,1930,DopeCoin,DOPE,dopecoin,1,2014-02-22T17:52:34.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,148,7395,Auroracoin,AUR,auroracoin,1,2014-02-27T05:33:27.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,154,4362,Marscoin,MARS,marscoin,1,2014-02-24T13:41:14.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,162,2809,Magic Internet Money,MIM,magic-internet-money,1,2014-03-12T05:27:57.000Z,2023-06-26T12:30:00.000Z,,,,,,
0,168,8727,Uniform Fiscal Object,UFO,uniform-fiscal-object,1,2014-02-27T05:33:35.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,170,1398,BlackCoin,BLK,blackcoin,1,2014-02-28T05:13:44.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,182,2134,Myriad,XMY,myriad,1,2014-03-08T15:56:28.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,184,2570,DNotes,NOTE,dnotes,1,2014-03-08T15:56:28.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,201,1247,Einsteinium,EMC2,einsteinium,1,2014-04-09T04:10:24.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,213,512,MonaCoin,MONA,monacoin,1,2014-03-20T05:09:55.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,215,7350,Rubycoin,RBY,rubycoin,1,2014-03-20T05:09:56.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,217,2444,Bela,BELA,belacoin,1,2014-03-20T05:10:07.000Z,2023-06-26T12:29:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x2e98a6804e4b6c832ed0ca876a943abd3400b224
0,254,2002,MUNT,MUNT,gulden,1,2014-04-08T04:11:00.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,258,491,Groestlcoin,GRS,groestlcoin,1,2014-04-11T20:45:53.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,260,1573,PetroDollar,XPD,petrodollar,1,2014-04-15T04:36:55.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,263,2537,PLNcoin,PLNC,plncoin,1,2014-04-15T04:36:58.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,268,700,WhiteCoin,XWC,whitecoin,1,2014-04-18T12:12:07.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,276,2008,Bitstar,BITS,bitstar,1,2014-04-23T12:01:13.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,278,2525,Quebecoin,QBC,quebecoin,1,2014-04-23T12:01:15.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,290,1994,BlueCoin,BLU,bluecoin,1,2014-04-28T03:21:26.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,291,4401,MaidSafeCoin,MAID,maidsafecoin,1,2014-04-28T03:21:26.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,293,1546,Bitcoin Plus,XBC,bitcoin-plus,1,2014-05-04T01:31:45.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,298,1343,NewYorkCoin,NYC,newyorkcoin,1,2014-05-06T12:17:49.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,313,2126,Pinkcoin,PINK,pinkcoin,1,2014-05-11T17:08:10.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,316,2439,Dreamcoin,DRM,dreamcoin,1,2014-05-13T04:03:16.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,328,26,Monero,XMR,monero,1,2014-05-21T01:41:13.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,333,2005,Curecoin,CURE,curecoin,1,2014-05-26T18:12:11.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,360,1954,Motocoin,MOTO,motocoin,1,2014-06-03T12:47:54.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,362,1614,CloakCoin,CLOAK,cloakcoin,1,2014-06-07T00:08:01.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,366,2464,BitSend,BSD,bitsend,1,2014-06-08T14:20:12.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,367,2398,Coin2.1,C2,coin2-1,1,2014-06-08T14:20:12.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,372,905,Bytecoin,BCN,bytecoin-bcn,1,2014-06-17T13:01:53.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,377,1013,Navcoin,NAV,nav-coin,1,2014-06-12T11:43:36.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,389,2458,Startcoin,START,startcoin,1,2014-06-15T14:58:33.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,405,1766,DigitalNote,XDN,digitalnote,1,2014-06-24T12:58:43.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,416,1628,HempCoin,THC,hempcoin,1,2014-06-28T16:33:33.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,448,1772,Stealth,XST,stealth,1,2014-07-10T12:16:32.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,460,8728,Clams,CLAM,clams,1,2014-08-26T02:34:53.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,463,533,BitShares,BTS,bitshares,1,2014-07-21T03:44:18.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,470,1474,Viacoin,VIA,viacoin,1,2014-07-18T12:24:19.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,501,1924,Cryptonite,XCN,cryptonite,1,2014-08-02T21:19:20.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,502,975,Carboncoin,CARBON,carboncoin,1,2014-08-02T21:19:20.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,506,1696,CannabisCoin,CANN,cannabiscoin,1,2014-08-02T22:04:20.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,512,29,Stellar,XLM,stellar,1,2014-08-05T05:44:19.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,541,191,Syscoin,SYS,syscoin,1,2014-08-20T11:04:21.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,551,2482,Donu,DONU,donu,1,2014-08-26T02:34:57.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,558,1099,Emercoin,EMC,emercoin,1,2014-08-23T21:24:22.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,572,8729,RabbitCoin,RBBT,rabbitcoin,1,2014-08-30T22:24:22.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,576,1190,GameCredits,GAME,gamecredits,1,2014-09-01T16:54:21.000Z,2023-06-26T12:29:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x63f88a2298a5c4aee3c216aa6d926b184a4b2437
0,584,2098,NativeCoin,N8V,native-coin,1,2014-09-06T15:54:23.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,588,1396,Ubiq,UBQ,ubiq,1,2014-09-07T21:39:22.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,597,2278,Opal,OPAL,opal,1,2014-09-13T17:14:25.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,601,2500,Acoin,ACOIN,acoin,1,2014-09-13T19:44:22.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,624,1018,bitCNY,BITCNY,bitcny,1,2014-09-23T04:24:22.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,638,1982,Trollcoin,TROLL,trollcoin,1,2014-09-30T07:54:22.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,644,1655,GlobalBoost-Y,BSTY,globalboost-y,1,2014-10-03T12:39:24.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,656,2520,Prime-XI,PXI,prime-xi,1,2014-10-04T20:54:34.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,659,1552,Bitswift,BITS,bitswift,1,2014-10-05T17:44:24.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,693,516,Verge,XVG,verge,1,2014-10-25T22:14:26.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,702,2518,SpreadCoin,SPR,spreadcoin,1,2014-10-26T23:24:27.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,703,2236,Rimbit,RBT,rimbit,1,2014-10-26T23:24:28.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,707,1517,Blocknet,BLOCK,blocknet,1,2014-11-01T21:19:26.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,720,1953,Crown,CRW,crown,1,2014-11-08T22:54:25.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,730,2402,GCN Coin,GCN,gcn-coin,1,2014-11-16T23:54:26.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,733,8730,Quotient,XQN,quotient,1,2014-11-23T20:09:28.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,760,1622,Okcash,OK,okcash,1,2014-12-14T03:29:25.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,764,2334,PayCoin,XPY,paycoin2,1,2014-12-16T05:34:25.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,788,662,Circuits of Value,COVAL,circuits-of-value,1,2015-01-23T13:39:23.000Z,2023-06-26T12:29:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x3d658390460295fb963f54dc0899cfb1c30776df
0,789,960,Nexus,NXS,nexus,1,2015-01-25T18:54:23.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,799,1414,SmileyCoin,SMLY,smileycoin,1,2015-01-28T04:49:22.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,815,2071,Kobocoin,KOBO,kobocoin,1,2015-02-15T15:14:25.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,819,2014,Bean Cash,BITB,bean-cash,1,2015-02-18T13:19:25.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,825,3,Tether,USDT,tether,1,2015-02-25T13:34:26.000Z,2023-06-26T12:29:00.000Z,,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7
0,831,2563,Wild Beast Block,WBB,wild-beast-block,1,2015-02-28T17:14:25.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,833,958,Gridcoin,GRC,gridcoin,1,2015-02-28T18:24:26.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,837,2417,X-Coin,XCO,x-coin,1,2015-03-06T04:34:28.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,853,2284,LiteDoge,LDOGE,litedoge,1,2015-03-19T05:34:27.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,857,2490,SongCoin,SONG,songcoin,1,2015-03-23T01:59:27.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,859,1365,Woodcoin,LOG,woodcoin,1,2015-03-23T02:04:27.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,873,110,NEM,XEM,nem,1,2015-04-01T00:29:41.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,894,2336,Neutron,NTRN,neutron,1,2015-04-21T12:14:28.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,895,1270,Xaurum,XAUR,xaurum,1,2015-04-21T12:19:28.000Z,2023-06-26T12:29:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x4DF812F6064def1e5e029f1ca858777CC98D2D81
0,898,2466,Californium,CF,californium,1,2015-04-21T12:14:28.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,916,2424,MedicCoin,MEDIC,mediccoin,1,2015-05-04T03:19:25.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,918,8731,Bubble,BUB,bubble,1,2015-05-07T03:04:26.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,921,2369,Universal Currency,UNIT,universal-currency,1,2015-05-07T03:04:26.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,934,2476,ParkByte,PKB,parkbyte,1,2015-05-19T00:34:26.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,938,2546,ARbit,ARB,arbit,1,2015-05-21T04:14:25.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,945,2289,Bata,BTA,bata,1,2015-05-29T11:44:27.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,948,1829,AudioCoin,ADC,audiocoin,1,2015-06-05T12:59:27.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,951,2052,Synergy,SNRG,synergy,1,2015-06-08T04:44:28.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,978,2332,Ratecoin,XRA,ratecoin,1,2015-06-26T12:34:27.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,986,2481,CrevaCoin,CREVA,crevacoin,1,2015-07-07T15:49:27.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,993,2488,BowsCoin,BSC,bowscoin,1,2015-07-13T20:39:31.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1004,7391,HNC COIN,HNC,hnccoin,1,2015-07-21T16:39:28.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1019,729,Manna,MANNA,manna,1,2015-07-27T15:54:27.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1020,8732,Axiom,AXIOM,axiom,1,2015-07-30T03:04:30.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1026,1512,Aeon,AEON,aeon,1,2015-08-04T18:09:29.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1027,2,Ethereum,ETH,ethereum,1,2015-08-07T14:49:30.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1032,1564,TransferCoin,TX,transfercoin,1,2015-08-21T02:09:30.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1033,2392,GuccioneCoin,GCC,guccionecoin,1,2015-08-21T02:09:30.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1035,2443,AmsterdamCoin,AMS,amsterdamcoin,1,2015-08-21T02:09:30.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1037,949,Agoras: Currency of Tau,AGRS,agoras-tokens,1,2015-08-24T02:49:28.000Z,2023-06-26T12:29:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x738865301a9b7dd80dc3666dd48cf034ec42bdda
0,1038,2445,Eurocoin,EUC,eurocoin,1,2015-08-24T02:49:28.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1042,152,Siacoin,SC,siacoin,1,2015-08-26T18:19:28.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1044,454,Global Currency Reserve,GCR,global-currency-reserve,1,2015-08-26T18:19:28.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1052,2531,VectorAI,VEC2,vector,1,2015-09-04T16:39:29.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1053,2243,Bolivarcoin,BOLI,bolivarcoin,1,2015-09-08T21:29:25.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1066,1833,Pakcoin,PAK,pakcoin,1,2015-09-15T20:04:27.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1070,2302,Expanse,EXP,expanse,1,2015-09-15T20:04:27.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1082,1091,SIBCoin,SIB,sibcoin,1,2015-09-25T22:19:29.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1085,2083,Swing,SWING,swing,1,2015-09-28T15:44:31.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1090,2585,Save and Gain,SANDG,save-and-gain,1,2015-10-12T16:30:37.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1104,345,Augur,REP,augur,1,2015-10-27T17:14:30.000Z,2023-06-26T12:29:00.000Z,,1027.0,Ethereum,ETH,ethereum,0x1985365e9f78359a9B6AD760e32412f4a445E862
0,1106,1522,StrongHands,SHND,stronghands,1,2015-10-30T18:09:28.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1107,1432,PAC Protocol,PAC,pac-protocol,1,2015-11-02T21:59:27.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1120,1788,DraftCoin,DFT,draftcoin,1,2015-11-23T19:59:28.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1135,8733,ClubCoin,CLUB,clubcoin,1,2015-12-21T17:49:32.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1136,2359,Adzcoin,ADZ,adzcoin,1,2015-12-26T00:39:30.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1146,8734,AvatarCoin,AV,avatarcoin,1,2016-01-05T18:30:15.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1154,804,Validity,VAL,validity,1,2016-01-18T07:54:28.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1155,2497,Litecred,LTCR,litecred,1,2016-01-21T15:59:29.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1156,2367,Yocoin,YOC,yocoin,1,2016-01-21T17:00:21.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1159,8735,SaluS,SLS,salus,1,2016-01-22T17:39:30.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1164,8736,Francs,FRN,francs,1,2016-01-31T08:44:26.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1165,2187,Evil Coin,EVIL,evil-coin,1,2016-01-31T08:44:27.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1168,127,Decred,DCR,decred,1,2016-02-10T19:59:29.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1169,627,PIVX,PIVX,pivx,1,2016-02-13T21:14:26.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1175,2266,Rubies,RBIES,rubies,1,2016-02-22T19:14:29.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1185,1999,FreedomCoin,FREED,freedomcoin-freed,1,2016-03-01T05:59:29.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1191,1383,Memetic / PepeCoin,MEME,memetic,1,2016-03-14T07:34:26.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1194,2522,Independent Money System,IMS,independent-money-system,1,2016-03-18T23:09:28.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1200,989,NevaCoin,NEVA,nevacoin,1,2016-03-22T20:01:24.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1209,2412,PosEx,PEX,posex,1,2016-04-04T22:20:17.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1210,2524,Cabbage,CAB,cabbage,1,2016-04-04T22:20:16.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1212,2329,MojoCoin,MOJO,mojocoin,1,2016-04-06T19:34:29.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1214,187,Lisk,LSK,lisk,1,2016-04-06T20:19:57.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1216,2477,EDRCoin,EDRC,edrcoin,1,2016-04-08T17:24:28.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1218,2370,PostCoin,POST,postcoin,1,2016-04-08T17:24:28.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1223,2407,BERNcash,BERN,berncash,1,2016-04-11T07:04:29.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1229,978,DigixDAO,DGD,digixdao,1,2016-04-18T16:19:31.000Z,2023-06-26T12:29:00.000Z,,1027.0,Ethereum,ETH,ethereum,0xe0b7927c4af23765cb51314a0e0521a9645f0e2a
0,1230,281,Steem,STEEM,steem,1,2016-04-18T16:19:31.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1241,2435,FuzzBalls,FUZZ,fuzzballs,1,2016-05-01T00:05:18.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1244,1336,HiCoin,XHI,hicoin,1,2016-05-04T00:04:46.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1247,2074,AquariusCoin,ARCO,aquariuscoin,1,2016-05-04T00:04:47.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1248,2508,Bitcoin 21,XBTC21,bitcoin-21,1,2016-05-05T17:59:31.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1250,8737,Zurcoin,ZUR,zurcoin,1,2016-05-09T23:04:31.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1252,2024,2GIVE,2GIVE,2give,1,2016-05-16T18:14:29.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1254,2300,PlatinumBAR,XPTX,platinumbar,1,2016-05-17T16:49:29.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1257,1086,LanaCoin,LANA,lanacoin,1,2016-05-18T22:34:30.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1259,2598,PonziCoin,PONZI,ponzicoin,1,2016-05-18T22:34:30.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1273,2228,Citadel,CTL,citadel,1,2016-06-02T14:49:29.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1274,124,Waves,WAVES,waves,1,2016-06-02T21:14:30.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1279,1979,PWR Coin,PWR,powercoin,1,2016-06-04T13:14:29.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1281,2276,ION,ION,ion,1,2016-06-08T22:14:29.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1282,2557,High Voltage,HVCO,high-voltage,1,2016-06-08T22:14:29.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1285,2346,GoldBlocks,GB,goldblocks,1,2016-06-14T17:19:31.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1291,2561,Comet,CMT,comet,1,2016-06-26T19:39:29.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1297,1784,ChessCoin,CHESS,chesscoin,1,2016-07-02T03:40:41.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1298,884,LBRY Credits,LBC,library-credits,1,2016-07-07T05:24:28.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1299,1477,PUTinCoin,PUT,putincoin,1,2016-07-07T05:24:28.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1306,2094,Cryptojacks,CJ,cryptojacks,1,2016-07-11T19:14:32.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1312,513,Steem Dollars,SBD,steem-dollars,1,2016-07-18T20:54:29.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1320,301,Ardor,ARDR,ardor,1,2016-07-23T14:40:05.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1321,28,Ethereum Classic,ETC,ethereum-classic,1,2016-07-24T13:44:30.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1340,1680,Karbo,KRB,karbo,1,2016-08-12T01:45:57.000Z,2023-06-26T12:29:00.000Z,,,,,,
0,1343,305,Stratis,STRAX,stratis,1,2016-08-12T01:45:56.000Z,2023-06-26T12:29:00.000Z,,,,,,
